t,true_x,true_y,true_xvel,true_yvel,obs_x,obs_y,est_x,est_y,est_xvel,est_yvel
0.2800000000000001,3.9156008108478404,-1.38252645226085,11.780133046574106,-3.3872436607555443,3.94511327094261,-1.3431336545379726,4.03511242861233,-1.3817627163849868,14.305116187447325,-4.529493984629186
0.2900000000000001,4.041708762700917,-1.4284162383309282,13.718850033112147,-5.372487350125077,4.045036863451527,-1.368507160580221,4.1301591712396615,-1.4059448218444124,13.240598990762678,-4.061308437797224
0.3000000000000001,4.181366218040749,-1.4863779843388554,14.202022367590107,-6.643999860472105,4.095402158765185,-1.4977682415729119,4.202287612472534,-1.4650239150745463,11.9039176500205,-4.470800363287599
0.3100000000000001,4.323603145444647,-1.559853057142317,13.463060089281015,-8.470998590942266,4.281717045743001,-1.5735166560630358,4.307043858855474,-1.5327321421856275,11.587186881072821,-4.980841258846896
0.3200000000000001,4.456916961584826,-1.6556414655223561,13.583221885325019,-9.188387925650215,4.411223872078437,-1.678161047527972,4.418699745293662,-1.6170204804691948,11.493695381684123,-5.745450706230105
0.3300000000000001,4.581928061084864,-1.7517256345484618,11.542610681800742,-9.850374383508738,4.541642483107888,-1.7485326424065935,4.536523516625754,-1.7011795470476678,11.55771201984853,-6.3376378170729915
0.34000000000000014,4.7023354698329785,-1.8493819228081256,12.213558980840038,-9.842913162609966,4.610421951060982,-1.7859787601579067,4.637071653941689,-1.772280818978973,11.224436677617314,-6.5089412666726885
0.35000000000000014,4.82109270865202,-1.9518087439819833,11.372111395285886,-10.908696401760727,4.875713945312127,-2.026078403287526,4.794894055272487,-1.905416820190884,12.235152765307921,-8.017908961904356
0.36000000000000015,4.933347577787539,-2.0666514048618456,11.539814271893409,-11.183145923347986,4.868917955009484,-1.9361515114872772,4.899819042777055,-1.9677666715533995,11.848710408692018,-7.622536570723913
0.37000000000000016,5.043431043797741,-2.174889395778891,10.839913261569713,-9.667101566580047,5.007080878859562,-2.2385511136887235,5.0142584085554915,-2.114148422534611,11.758949768518983,-9.178289827108859
0.38000000000000017,5.143737783960722,-2.267971308368313,8.852236081450885,-9.50774878410009,5.295229947837395,-2.2545573792680518,5.190762112129362,-2.223465473224221,13.0654019383898,-9.567118482752756
0.3900000000000002,5.235085636154889,-2.3615413267484455,8.838652118549167,-9.158708889487242,5.153596738943048,-2.3658455595024264,5.260901854547134,-2.335979499369907,11.723467440356906,-9.940616951921982
0.4000000000000002,5.3215212439617225,-2.451564879451224,8.838518828319097,-8.541439417003136,5.299675884416026,-2.5838897871148285,5.349844273671234,-2.48893501770995,11.096072475958273,-11.128100645432635
0.4100000000000002,5.407895358793087,-2.538972191284699,7.610723972802687,-8.730186391633007,5.338934674695805,-2.4618112568425166,5.416859574811835,-2.5503084179116975,10.121560651429995,-10.021374428643306
0.4200000000000002,5.4770264933125485,-2.628529303048225,6.594336868389129,-8.761587417223955,5.439045284711641,-2.5081655414765653,5.489577659162274,-2.5991895510222083,9.489613794367454,-8.883048011668865
0.4300000000000002,5.543912824957963,-2.719550597249832,7.306188684087144,-9.143559885903894,5.561491807862304,-2.7178785391728213,5.576186683338886,-2.698786760266156,9.30584288660298,-9.121805634767338
0.4400000000000002,5.628380409555557,-2.8206142361749453,8.749526423832865,-9.881130222102419,5.471912809908365,-2.7200080170428804,5.5980887289309145,-2.7647645541719568,7.72791436254602,-8.562090142928025
0.45000000000000023,5.7142004745721175,-2.917717034444844,8.411523201104957,-9.238681175808454,5.90696280170024,-2.94025757841389,5.758879073409239,-2.882792593905282,9.579817174503932,-9.280734707248303
0.46000000000000024,5.788808546297973,-3.012206771164345,6.845520100644255,-9.473028088872804,5.688480309040156,-2.8152876078386813,5.794748015410455,-2.917792650012646,8.250856410659987,-7.99882900138241
0.47000000000000025,5.862652045324752,-3.104435699314589,7.808376858481865,-9.310457859467999,5.899345083985037,-3.1813695283824237,5.885221510102329,-3.063981454625509,8.427482746239379,-9.466858657374233
0.48000000000000026,5.935298503835254,-3.1997160757884244,7.15488679375775,-9.948607030888796,5.90464812208172,-3.24680356264914,5.946112611613616,-3.1904374662171304,7.908936880221107,-10.17176077044432
0.49000000000000027,6.011220427593895,-3.3006776003235063,8.91579671418596,-10.354792863055625,6.095586930051974,-3.229890344403069,6.050582206558829,-3.2697029314666626,8.471756140601196,-9.673873236297762
